"","study","time","cra","cra_lower","cra_upper","msl","msl_lower","msl_upper","sortby","display","cra_0","msl_0","cra_se","msl_se","cra_k","msl_k"
"14","2023 Non-TAP Studies",13,1.19354245867978,1.15552763128084,1.23280790706177,1.06682244191366,0.991430028226368,1.14794800456736,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"15","2023 Non-TAP Studies",14,1.18008659650913,1.14487266852516,1.21638363247371,1.06510271426002,0.991642877881726,1.1440043761998,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"16","2023 Non-TAP Studies",15,1.1676304877915,1.13498953015737,1.20121016079434,1.06342854806979,0.991850462813546,1.14017215220315,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"17","2023 Non-TAP Studies",16,1.15609173897043,1.12581703706053,1.18718056746179,1.06179867150001,0.992052912171571,1.13644786983318,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"18","2023 Non-TAP Studies",17,1.14539575013605,1.11729951053972,1.17419851351763,1.06021185139999,0.992250351990099,1.1328281895739,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"19","2023 Non-TAP Studies",18,1.13547485792024,1.10938620000825,1.16217702451986,1.05866689198066,0.992442905260523,1.12930989000499,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"20","2023 Non-TAP Studies",19,1.12626758656823,1.10203077918138,1.15103743063918,1.05716263353675,0.992630692002319,1.12588986291767,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"21","2023 Non-TAP Studies",20,1.11771799189682,1.09519090155253,1.14070844419805,1.05569795121954,0.992813829332494,1.12256510866539,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"22","2023 Non-TAP Studies",21,1.10977508521869,1.08882780729292,1.1311253547374,1.05427175385765,0.992992431533535,1.11933273173648,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"23","2023 Non-TAP Studies",22,1.10239232628509,1.08290597486315,1.12222932485512,1.05288298282393,0.993166610119879,1.11618993653683,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"24","2023 Non-TAP Studies",23,1.09552717594524,1.07739281159056,1.1139667726785,1.0515306109462,0.993336473902927,1.11313402337116,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"25","2023 Non-TAP Studies",24,1.08914070059996,1.07225837828139,1.10628882900841,1.05021364146001,0.993502129054636,1.1101623846123,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"26","2023 Non-TAP Studies",25,1.08319722168396,1.06747514362651,1.09915085898652,1.04893110700146,0.993663679169712,1.1072725010485,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"27","2023 Non-TAP Studies",26,1.0776640043855,1.06301776474422,1.0925120396531,1.0476820686384,0.993821225326424,1.10446193839935,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"28","2023 Non-TAP Studies",27,1.07251098063429,1.05886289070104,1.08633498603351,1.04646561493827,0.993974866146076,1.10172834399135,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"29","2023 Non-TAP Studies",28,1.06771050208372,1.05498898627517,1.08058541946003,1.04528086107098,0.994124697851151,1.09906944358492,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"30","2023 Non-TAP Studies",29,1.0632371194037,1.0513761735892,1.07523187273556,1.04412694794537,0.994270814322162,1.09648303834498,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"31","2023 Non-TAP Studies",30,1.05906738470135,1.04800608954833,1.07024542750658,1.04300304137773,0.994413307153229,1.09396700194758,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"32","2023 Non-TAP Studies",31,1.05517967431445,1.04486175728626,1.06559947985667,1.04190833129109,0.994552265706405,1.09151927781566,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"33","2023 Non-TAP Studies",32,1.05155402958696,1.04192747004906,1.06126953067905,1.04084203094388,0.994687777164784,1.0891378764775,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"34","2023 Non-TAP Studies",33,1.04817201354836,1.03918868614414,1.05723299785197,1.03980337618677,0.994819926584404,1.08682087304137,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"35","2023 Non-TAP Studies",34,1.04501658168635,1.03663193375112,1.05346904763752,1.03879162474655,0.99494879694498,1.08456640478078,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"36","2023 Non-TAP Studies",35,1.04207196523242,1.03424472453815,1.04995844306411,1.03780605553577,0.995074469199482,1.08237266882465,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
"37","2023 Non-TAP Studies",36,1.03932356557804,1.03201547515443,1.0466834073435,1.03684596798727,0.995197022322582,1.08023791994728,"2023 Non-TAP Studies","2023 Non-TAP Studies",0.418509369709143,0.0898255836350753,0.0390652880480254,0.0519283759134216,-0.066228398135898,-0.0252574965741411
